CASEID,CRASHYEAR,PSU,CASENO,CASENUMBER,CATEGORY,CRASHMONTH,DAYOFWEEK,CRASHTIME,EVENTS,VEHICLES,CAIS,CISS,CINJURED,CINJSEV,CTREAT,ALCINV,DRGINV,MANCOLL,SUMMARY,PANDEMIC,CASEWGT,PSUSTRAT,VERSION
18057,2020,13,62,1-13-2020-062-03,3,6,5,16:18,3,2,2,5,3,0,3,2,2,4,"V1 was traveling south on a four lane, divided, roadway entering a four-legged intersection attempting to turn left. V2 was traveling north on a four lane, divided roadway entering the same intersection. Within the intersection, the right side of V1 contacted the front of V2. After the initial impact, both vehicles rotated and the right side of V1 contacted the right side of V2. V1 came to rest in the roadway facing north. Vehicle 2 rotated clockwise and departed the roadway on the northeast corner. The front of V2 contacted a stop sign and came to rest off the roadway facing northeast.",0,1512.47262641996,7,5
18363,2020,22,70,1-22-2020-070-01,1,7,7,01:29,2,1,6,75,1,1,1,9,9,0,"Vehicle 1 was traveling west on a two way, two lane roadway.  Vehicle 1 corrected to the left as it departed the northbound fog line.  Vehicle 1 crossed lane one to the left then corrected back to the right.  Vehicle 1 departed the roadway to the right as it rotated clockwise and contacted the westbound embankment with its front plane.  Vehicle 1 rolled to the left four quarter turns ejecting occupant 1.  Vehicle 1 came to rest in the westbound ditch facing east.  Occupant 1 was on the westbound shoulder next to Vehicle 1.",0,37.9815767203663,12,5
17850,2020,59,27,1-59-2020-027-02,2,6,2,19:30,5,2,3,17,2,1,3,2,1,4,"V1 was traveling south on a 2-lane roadway approaching an intersection. V2 was traveling west on the intersecting 2-lane roadway. Both vehicles entered the intersection and the front of V1 contacted the right side of V2.V1 rotated clockwise and came to rest facing west in the eastbound lane. V2 rotated counter-clockwise, departed the southbound road edge and contacted 3 wood poles with its left side and front plane. V2 continued forward and its front plane contacted a parked travel trailer and V1 came to rest facing southwest.",0,48.5689789823997,6,5
18365,2020,22,72,1-22-2020-072-05,5,7,1,07:50,2,1,3,10,2,1,3,2,2,0,"V1 was travelling North on a 2 lane 2 way not physically divided roadway. V1 departed the roadway to the right onto a rocky shoulder. V1 struck a metal roadway marker post with its front plane. V1 then went down the embankment into a tree, with the front plane, coming to rest facing Southwest.",0,41.0444250400204,12,5
17849,2020,32,82,1-32-2020-082-08,8,6,6,22:17,3,1,2,9,1,0,3,1,2,0,"V1 was traveling west on a 2-lane roadway. V1 departed the roadway to the right and the front of V1 impacted a raised concrete culvert/driveway. V1 began to rotate clockwise and rolled over left side leading 3 quarter turns, coming to rest on its right side facing east against a tree.",0,397.399487274887,7,5
17847,2020,32,80,1-32-2020-080-02,2,6,6,14:52,1,1,1,1,1,0,4,2,2,0,V1 was traveling east in lane three of three on an uphill left curved roadway. V1 departed the roadway to the left where the front bumper contacted a tree. V1 came to final rest off the left side of the roadway.,0,25.0789115507103,7,5
17845,2020,73,43,1-73-2020-043-01,1,6,7,07:34,1,1,3,17,1,1,1,1,2,0,"V1 was traveling east on a two way, two lane, undivided roadway. V1 departed the right road edge contacting a tree with its frontal plane. V1 came to final rest off the roadway.",0,39.290329933404,3,5
17844,2020,73,42,1-73-2020-042-03,3,5,1,12:38,1,1,2,5,2,0,4,1,1,0,"V1 was traveling southeast on a two way, two lane, undivided roadway. V1 crossed the left lane line then re-entered the original travel lane. V1 continued off the right road edge contacting a building. V1 came to final rest Off the roadway against the struck building.",0,133.326350928925,3,5
17160,2020,10,55,1-10-2020-055-07,7,4,2,16:40,1,2,0,0,0,0,0,2,2,4,"V1 was in the first lane, traveling south, on a two-way, non-physically divided roadway. V2 was traveling east, in the first lane, on a two-way, non-physically divided roadway. V1 and V2 entered the intersection. The front of V2 impacted with the right side of V1. V1 and V2 came to final rest in the intersection facing southeast.",1,559.371766358778,4,5
17161,2020,10,56,1-10-2020-056-03,3,4,6,13:25,1,2,0,0,0,0,4,2,2,1,"V1 was southbound in the third lane of a five-lane, non-physically divided roadway.  V2 was decelerating southbound in the third lane of a five-lane, non-physically divided roadway. The front of V1 impacted the back of V2.  Both V1 and V2 came to final rest facing south in their original lane.",1,115.600110319228,4,5
18300,2020,17,86,1-17-2020-086-02,2,7,2,18:54,4,2,1,2,1,0,4,1,9,1,V1 was traveling west on a nine lane two way median divided roadway approaching an intersection. V2 was west traveling on the same roadway approaching the same intersection. In the intersection the front of V1 contacted the back of V2. V1 began a counter-clockwise yaw and rolled over seven quarter turns to the right. V1 came to final rest off the roadway. V2 came to final rest on the roadway.,0,57.7919638710928,4,5
18915,2020,28,66,1-28-2020-066-10,10,8,6,06:52,1,1,0,0,0,0,0,2,2,0,"V1 was traveling in a northern direction, on a two lane, non divided, bidirectional, dirt roadway with a downward grade, and a curve to the right. V1 left its lane to the left, where it began to rotate clockwise. V1 left the roadway to the left, where it overturned 6 quarter turns coming to final rest on its roof in the south bound lane of travel.",0,69.7305941082568,3,5
19267,2020,19,144,1-19-2020-144-03,3,9,1,19:52,1,2,9,97,1,0,0,2,2,1,"V1 and V2 were traveling southeast on a four-lane divided roadway, with V2 ahead of V1. V2 began to enter a median break, attempting a left turn. The front plane of V1 contacted the rear plane of V2. V1 came to final rest in the median break. V2 came to final rest in its travel lane.",0,114.623840692577,9,5
19268,2020,19,145,1-19-2020-145-03,3,9,2,13:53,2,2,1,2,1,0,4,2,2,4,V1 was traveling southwest in lane one of a two lane roadway approaching an intersection. V2 was traveling southeast in lane two of a three lane roadway approaching the same intersection. V1's right plane was contacted by V2's front plane. V1 rotated clockwise tripped and rolled one quarter turn coming to rest on the left  plane in the roadway. V2 came to rest in the roadway near impact.,0,114.623840692577,9,5
19269,2020,19,146,1-19-2020-146-07,7,10,7,16:10,1,2,0,0,0,0,0,2,2,4,"V1 was traveling east in lane one of a four-lane divided roadway, passing through an intersection. V2 was traveling north in lane two of a one-way roadway, passing through the same intersection. The right plane of V1 contacted the front plane of V2. Both vehicles came to final rest on the roadway.",0,669.284245883343,9,5
19270,2020,19,147,1-19-2020-147-06,6,9,3,19:20,2,2,1,2,1,0,4,1,9,4,V1 was traveling northeast in lane one on a two lane roadway attempting to pass through an intersection. V2 was traveling northwest in lane two on a divided five lane roadway attempting to pass through the same intersection. V1's front plane contacted V2's left plane. V1 then left the scene of the crash. V2 was knocked into a counter clockwise rotation and departed the right road edge. V2's left plane contacted a sign. V2 came to final rest off the north road edge.,0,231.870828119183,9,5
19271,2020,26,134,1-26-2020-134-02,2,9,1,21:15,2,1,4,29,2,2,3,1,1,0,"V1 was traveling northeast in the number 1 lane of a 2 lane undivided roadway. V1 departed the lane to the left, then departed the roadway to the left. The left side of V1 impacted a tree. V1 continued forward and the front of V1 impacted a second tree. V1 came to final rest facing east off the roadway.",0,24.5416826327623,10,5
19272,2020,26,135,1-26-2020-135-06,6,9,2,22:00,2,2,1,1,2,0,8,1,9,1,V1 and V2 were traveling northbound in the number 1 lane of a 2 lane divided highway. V1 was traveling behind V2. The front of V1 impacted the rear of V2. A small fire started in the engine compartment of V1. V1 came to rest stuck under the rear bumper of V2 facing northerly. V2 came to rest facing northerly.,0,248.114450087404,10,5
19177,2020,19,141,1-19-2020-141-07,7,9,6,00:20,2,1,0,0,0,0,0,1,2,0,V1 was traveling southwest negotiating a right curve in lane one exiting a divided interstate roadway. V1 departed the roadway to its left in to a wooded area. V1's left plane contacted a tree. V1 began to rotate counter clockwise and the right plane contacted a second tree. V1 came to final rest against the second tree.,0,340.497198238111,9,5
19178,2020,19,142,1-19-2020-142-07,7,9,2,16:53,1,2,0,0,0,0,0,2,2,1,V1 and V2 were traveling southeast in lane three of a five divided roadway . V2 was ahead of V1. V1's front plane contacted V2's rear plane. Both vehicles came to rest in the roadway.,0,340.497198238111,9,5
19179,2020,19,143,1-19-2020-143-04,4,9,5,08:12,1,2,0,0,0,0,0,2,2,4,"V1 was traveling northwest on a five-lane undivided roadway, turning left. V2 was traveling northeast on a five-lane undivided roadway, turning left. The left plane of V1 contacted the front plane of V2. Both vehicles came to final rest near the point of impact on the roadway.",0,174.895076743317,9,5
18314,2020,16,78,1-16-2020-078-07,7,7,5,09:10,1,2,0,0,0,0,0,9,9,4,"V1 was stopped facing west on a 2 lane undivided roadway. V2, a medium/heavy pick up truck, was traveling north on a two way, intersecting roadway.   There was a tractor trailer parked illegally, facing north, blocking V1's line of sight. V1 turned left, and the front of V1 contacted the right side of V2.  Both vehicles came to final rest on the roadway near the point of impact.",0,678.166585953997,5,5
18344,2020,26,103,1-26-2020-103-08,8,7,4,19:31,1,1,2,5,1,0,4,1,2,0,"V1 was traveling west in the #1 lane of a 2 lane, undivided road. V2 was parallel parked on the north side of the same road facing west. V1 departed the roadway to the right and an unknown plane of V1 impacted the back of V2. V1 came to rest in the #1 lane facing southwest. V2 came to rest partially on the north sidewalk facing northwest.",0,248.475341652956,10,5
19158,2020,23,46,1-23-2020-046-03,3,9,5,17:54,1,2,9,97,2,0,8,2,2,4,"Vehicle 1 was traveling south, approaching a four-leg intersection in lane one of two and Vehicle 2 was traveling south, approaching the same intersection. V1 entered the intersection going straight; V2 entered the intersection turning left. Within the intersection, the front of V1 contacted the right side of V2. Vehicle 1 rotated coming to rest on the roadway facing west, Vehicle 2 ran off the left side of the roadway coming to rest in a ditch.",0,769.457150778923,5,5
19159,2020,23,47,1-23-2020-047-02,2,9,5,08:51,1,2,9,97,3,0,8,2,2,2,V1 was traveling northwest on a two lane two way road.V2 was traveling west on a one lane two way road attempting to turn left onto the same two lane two way road to travel southeast. As V2 entered the intersection the front plane of V1 stuck the front plane of V2 in the southeast lane. Upon impact V2 rotated clockwise and came to final rest off the road. V1 came to final rest on the road.,0,54.7066912658746,5,5
19335,2020,10,152,1-10-2020-152-03,3,10,4,14:04,3,1,99,99,0,0,8,2,2,0,"V1 was southbound in the second lane on a five-lane, non-physically divided roadway, with a two-way left turn lane. V1 departed the second lane to the right, and entered the first lane. Then, V1 departed the roadway to the right, and the right front tire impacted the curb (Event 1).  V1 continued its roadway departure, and the front of V1 impacted a pole. (Event 2)  V1 then continued, crossing a sidewalk and private drive entrance, before entering a grassy field. The front of V1 then impacted a shrubbery and tree line. (Event 3) V1 came to final rest in the grassy field area, facing south.",0,168.380443692982,4,5
19336,2020,32,149,1-32-2020-149-06,6,9,3,21:22,1,2,1,1,1,0,4,9,1,2,"V1 was traveling south in lane one of a two lane undivided roadway, negotiating a right curve. V2 was traveling north on the same road in lane one, negotiating a left hand curve. V1 departed its lane of travel to the left and entered the lane of the oncoming traffic. The front of V1 impacted the front of V2. V1 rotated counter clockwise and came to rest facing south. V2 rotated clockwise and came to rest facing east.",0,1046.52347921095,7,5
19337,2020,32,150,1-32-2020-150-01,1,9,1,02:47,3,2,6,75,4,4,1,1,1,4,"V1 was traveling north on a 3 lane divided roadway in lane 3 approaching an intersection. V2 was traveling south on a 4 lane divided roadway in lane 4 approaching the same intersection. Both vehicles entered the intersection and the front of V1 contacted the right side of V2. V1 rotated clockwise and departed the roadway to the right where its left rear tire contacted a curb and V1 tripped and rolled left 4-quarter turns and came to rest off of the road on its wheels facing southeast. V2 rotated counter clockwise and came to rest north of the intersection partially in lane 1 and on the concrete sidewalk facing north. During the crash, Occupant 3 of V2 was completely ejected.",0,46.6906965638564,7,5
